SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Rb,Ba,Nb,Sr,Zr,Ba/Zr,Nb/Zr,Label
69.8,0.25,14.53,3.76,0.07,0.36,0.55,3.56,6.59,0.1,182.1,2677,12.69,810.3,96.23,27.81876754,0.131871558,Fertile
71.69,0.28,15.06,1.6,0,0.2,0.53,3.81,6.54,0.11,136.26,2499,12.42,549.55,83.93,29.77481234,0.14798046,Fertile
70.39,0.3,14.53,3.35,0.05,0.55,0.47,3.51,6.36,0.12,229.22,2319,12.65,708.96,105.02,22.08150828,0.120453247,Fertile
70.1,0.27,14.59,3.22,0.03,0.52,0.41,2.46,7.94,0.1,155.19,2412,11.11,399.76,71.57,33.70127148,0.155232639,Fertile
69.42,0.24,13.69,2.94,0.08,0.11,0.5,2.83,7.31,0.12,187,3437,8.69,688,148,23.22297297,0.058716216,Fertile
70.72,0.2,15.26,0.89,0.01,0.29,0.4,2.49,6.81,0.09,177,2052,8.81,563,141,14.55319149,0.06248227,Fertile
67.79,0.87,15.12,1.64,0.13,0.35,0.34,2.66,9.65,0.16,168,2111,10.46,1240,189,11.16931217,0.055343915,Fertile
69.97,0.22,15.64,0.59,0.1,0.16,0.06,2.44,8.5,0.03,469,2338,8.13,897,154,15.18181818,0.052792208,Fertile
70.25,0.23,15.35,1.41,0.01,0.25,0.63,3.52,6.64,0.13,270.75,2338,11.31,918.07,170.92,13.67891411,0.066171308,Fertile
56.94,0.91,16.75,6.69,0.08,3.34,6.77,4.01,0.39,0.203,37.21,534.18,4.67,1016.3,109.07,4.897588705,0.04281654,Fertile
64.72,0.46,16.63,3.75,0.02,1.44,2.55,5.36,2.53,0.16,63.6,720.8,4.3,705,104.1,6.924111431,0.041306436,Fertile
63.1,0.51,16.56,4.53,0.02,1.8,2.51,5.12,2.19,0.2,66.3,705.4,5,650.5,107.1,6.58636788,0.046685341,Fertile
65.91,0.56,15.8,3.98,0.06,1.5,3.4,3.22,4.05,0.25,119,600,27,536,149,4.026845638,0.181208054,Fertile
58.52,0.89,16.04,6.41,0.16,2.77,5.14,3.63,2.82,0.34,62,776,10,670,147,5.278911565,0.068027211,Fertile
64.04,0.61,16.15,4.38,0.13,1.52,4.37,3.4,3.55,0.26,108,631,24,649,163,3.871165644,0.147239264,Fertile
64.18,0.66,15.51,5.98,0.12,1.72,2.6,3.32,3.98,0.26,74.71,587.46,20.48,491.53,137.11,4.284589016,0.14936912,Fertile
58.7,0.92,16.07,6.62,0.17,2.77,5.2,3.71,2.8,0.34,45.4,842.32,20.05,747.75,152.63,5.518705366,0.131363428,Fertile
68.09,0.31,14.17,6.59,0.05,1.39,1.98,4.99,0.68,0.1,13,308,1.1,336,61,5.049180328,0.018032787,Fertile
67.43,0.29,14.66,5.62,0.05,1.35,3.6,4.55,0.3,0.15,4,503,1.1,436,61,8.245901639,0.018032787,Fertile
